model,accuracy,precision,recall,f1,areaUnderROC,areaUnderPR,tp,tn,fp,fn,best_params
LinearSVC,0.6004110400641144,0.3242482685623852,0.6817272406303829,0.43947168770260014,0.6850774658106774,0.3773349604021613,63719,180512,132794,29748,
