model,accuracy,precision,recall,f1,areaUnderROC,areaUnderPR,tp,tn,fp,fn,best_params
RandomForest,0.5878291737423447,0.2881260384524092,0.721015703307718,0.4117229317928878,0.6917868693293527,0.34480085240819486,58266,179197,143958,22545,
