model,accuracy,precision,recall,f1,areaUnderROC,areaUnderPR,tp,tn,fp,fn,best_params
NaiveBayes,0.6167028908373478,0.2992842036765902,0.6829639529272005,0.41618876333322025,0.4594051526942013,0.18667666845980257,55191,193936,129219,25620,
