model,accuracy,precision,recall,f1,areaUnderROC,areaUnderPR,tp,tn,fp,fn,best_params
NaiveBayes,0.6336968952832664,0.3057536687085336,0.6541064954028536,0.4167179099065008,0.45940655237751105,0.18667713101435252,52859,203133,120022,27952,"MinMaxScaler_4016be0ea628e380b96f__inputCol=features; MinMaxScaler_4016be0ea628e380b96f__max=5.0; MinMaxScaler_4016be0ea628e380b96f__min=0.0; MinMaxScaler_4016be0ea628e380b96f__outputCol=features_scaled; NaiveBayes_4715aa6b2cd863cf763f__featuresCol=features_scaled; NaiveBayes_4715aa6b2cd863cf763f__labelCol=label; NaiveBayes_4715aa6b2cd863cf763f__modelType=multinomial; NaiveBayes_4715aa6b2cd863cf763f__predictionCol=prediction; NaiveBayes_4715aa6b2cd863cf763f__probabilityCol=probability; NaiveBayes_4715aa6b2cd863cf763f__rawPredictionCol=rawPrediction; NaiveBayes_4715aa6b2cd863cf763f__smoothing=0.5; NaiveBayes_4715aa6b2cd863cf763f__thresholds=[1.0, 2.0]"
